63572	2008	treating ocular diseases using peroxisome proliferatoractivated receptor delta antagonists
63852	2008	nitrogenbased linkers attaching modifying groups polypeptides macromolecules
73442	2008	three dimensional singlechamber fuel cells
73530	2008	polycyclic indazole derivatives use erk inhibitors treatment cancer
73587	2008	two piece cancellous construct cartilage repair
73667	2008	treatment agerelated macular degeneration
73773	2008	wireless onboard diagnostics heavy duty trucks
73990	2008	synthesis chabazite structurecontaining molecular sieves use conversion oxygenates olefins
74018	2008	systems methods needle access intervertebral disc
74039	2008	method apparatus dns update triggered ipv neighbor advertisement
74046	2008	mold box method manufacturing block
75069	2008	method rapid hole transfer replacement parts
75146	2008	hydraulic gastric band collapsible reservoir
75257	2008	process removing sulfur separate less reactive reactive fuel gas streams containing organic sulfur light olefins
75285	2008	alternative design thermal wristband business form
76402	2008	azapeptide derivatives
76456	2008	surgical retractor securing device capture assembly
76494	2008	singlewire telementry command
76608	2008	method system treating onychomycosis applicator gel medicament layer
77366	2008	methods inhibiting ethylene responses plants using dicyclopropene compounds
77409	2008	methods synthesizing cinacalcet salts thereof
77471	2008	control line running system
77504	2008	metal oxide interface assembly sustain high operating temperature reduce shaling
77685	2008	salt free hyaluronate ophthalmic solution
77712	2008	methods apparatus supporting traffic signaling peer peer communications
77732	2008	preliminary vehicle heating cooling peltier effect
77745	2008	twostage oxygenation system use fluidized bed reactor
77752	2008	microscale energy conversion devices methods
77792	2008	onepot synthesis nanoparticles liquid polymer rubber applications
78643	2007	wafer level phosphor coating method devices fabricated utilizing method
78677	2007	shape memory alloy actuator
78825	2008	microfabrication methods optimal patterning substrates
78972	2008	method demagnetizing remagnetising magnetic element implant magnetic resonance imaging
79855	2007	igniter safe arm igniter assembly flare equipped method providing safety igniter assembly
79940	2008	anticd therapeutic compositions methods
80051	2008	microencapsulated oil product method making
80123	2008	small unmanned airborne vehicle airframe
80215	2008	poultry feeder
80252	2008	preparation supported silylcapped silica silicabound anion activators associated catalysts
80428	2008	vibrationdampening clip assembly
81310	2007	phased array antenna apparatus methods manufacture
81315	2007	packed bed microreactors
81510	2008	process producing aluminum phosphate
81649	2008	methods systems personalizing branding mobile device keypads
81684	2008	modular satellite transceiver multibeam antenna system
81752	2008	system method reducing particulate matter emission diesel exhaust gas
88192	2007	engine exhaust system
88206	2007	adjustable multicaliber multifeed ammunition container
88348	2007	method apparatus lowtemperature fabrication graphitic carbon graphene carbon nanotubes
88461	2007	method increasing subscriber retention provision available parking location information
88569	2008	method system providing ipbased packet communications utility network
88610	2008	method system determining placental volume
88771	2008	systems methods valve delivery
89005	2008	compounds compositions channel activating protease inhibitors
89097	2008	passivation layer circuit device method manufacture
89361	2008	apparatus measuring critical flicker fusion frequency methods using
89673	2008	tailoring operating system computer system
89702	2008	use lignocellulosics solvated ionic liquids production biofuels
89805	2008	high pressure charged particle beam system
89972	2008	compositions methods including expression bioactivity bovine follicle stimulating hormone
90050	2008	gnaq mutations melanoma
90060	2008	single piece triplexer housing
93710	2008	hybrid laminated transparent armor
93863	2008	stroke training apparatus methods using
93922	2008	pyridinone substituted indazoles
93927	2008	verifying data consistency among multiple structured files
97302	2008	systems methods reading nonvolatile memory
97413	2008	barbed suture nonsymmetric barbs
100266	2008	multiconfiguration tracking array related method
100504	2008	video coding embedded motion
100538	2008	percutaneous implant limb salvage
100842	2008	method apparatus controlling multiple beam spacing
100854	2008	method apparatus storing data peer peer network
101241	2008	targeting herpes simplex virus specific receptors
108056	2008	methods converting used paper material structural panels structural panels made thereby
108110	2008	fiber span loss dispersion measurements
108324	2008	multilayer fabric manufacturing method thereof
110692	2007	high efficiency linearization power amplifier wireless communication
110825	2007	controllable long term operation nuclear reactor
111181	2008	method apparatus system initiating calendar events
111576	2008	quickrelease jaws singlepiece bearing chuck
111637	2008	motor assembly powered surgical instrument
111814	2008	silicone contact lenses wrinkled surface
112097	2008	method apparatus replacing prosthetic valve
112159	2008	fatty acid synthase liver disease
112235	2008	systems methods aiding pilot situational awareness
118045	2008	system method financial product management
118235	2008	method apparatus transmit power calibration frequency division multiplexed wireless system
118245	2008	adrenergic compounds
121608	2008	distributed network architecture introducing dynamic content synthetic environment
121669	2008	approach passively detecting analytes
121689	2008	notifying stations portable electronic devices methods
122054	2008	method making bale cellulose acetate tow
122261	2008	wireless power apparatus methods
122326	2008	high productivity core drilling system
122440	2008	groundwater treatment system process involving ultrasonically induced cavitation fluorochemicals
122685	2008	simplified electronic messaging system
122879	2008	medical information management system
207344	2008	materials methods treating managing wounds effects trauma
207417	2008	battery charger planar bus
207423	2008	switching graphics sources facilitate power management security
238173	2007	rare cell analysis using sample splitting dna tags
238434	2008	orally administrable films
238438	2008	method apparatus adjusting reselection timer cell ranking criteria reporting degraded signal measurement serving cell
238492	2008	variable instruction width software programmable data pattern generator
238848	2008	microchannel cooling condenser precision cooling applications
239242	2008	flexible loadbearing member elevator system
239332	2008	detection oximetry sensor sites based waveform characteristics
239416	2008	system method using offscreen mask space provide enhanced viewing
239617	2008	trichoderma reesei amylase maltogenic enzyme
239706	2008	compositions kits treating influenza
239735	2008	method apparatus generalized performance evaluation equipment using achievable performance derived statistics realtime data
267076	2008	method apparatus controlling level molten material glass manufacturing system
349932	2008	method image quality assessment procuce standardized imaging data
349960	2008	gene expression markers prediction patient response chemotherapy
350241	2008	high contrast decorative sheets laminates
350469	2008	high power electrical connector laminated heater
350471	2008	optimized network reentry wireless communications network
350989	2008	materials methods efficient succinate malate production
351164	2008	prosthetic device utilizing electric vacuum pump
371180	2007	disabled state state signaling link aggregation
371464	2008	step card method making step card
371781	2008	devices methods handsfree connectivity plural devices
372048	2008	controlling exhaust gas recirculation turbocharged compressionignition engine system
372178	2008	compensated radiolucent electrode array method combined eit mammography
372613	2008	methods compositions derivatives probucol treatment diabetes
379358	2008	optical depolarization cardiac tissue
379533	2008	associating information portion media content
379570	2008	carbamate stereoisomer
379696	2008	deck flashing trim system
379770	2008	video compression tranmission techniques
421563	2008	holding fixture plate male female attaching means holding identical unit method manufacturing structure made welded identical repeated units corresponding structure
421568	2008	enhanced remodelable materials occluding bodily vessels related methods systems
442297	2008	elastomeric laminate materials require mechanical activation
442632	2008	methods identifying compounds modulate neurotrophic factor signaling
442718	2008	extruded body devices methods fluid processing
443353	2008	method treating ischemic disorders
443367	2008	nonuniform feedthrough lead configuration transistor outline package
443513	2008	methods separation detection bazedoxifene acetate pharmaceutical compositions
443779	2008	vertical micro probes
443897	2008	open profile content identification
461924	2008	modular snow travel system common footwear
462091	2007	multiuse wearable decorative article
462283	2008	manufacturing method semiconductor apparatus
462350	2006	process making filter tow
462375	2008	solar tracker thermal photovoltaic panels forced air system applicable buildings description
462386	2008	self assembled photovoltaic devices
462413	2007	coatings improved wear properties
462620	2006	method anhydrous ethanol production using circulation multiple towers alternation
462892	2007	methods systems composite structural truss
463060	2008	splitchannel antifuse array architecture
463316	2008	motor thrust system
463487	2008	multichip semiconductor device high withstand voltage fabrication method
463541	2007	laminate device voided structure carrying electronic element label rfid tag
463592	2008	digitaltoanalog signal converter digitaltoanalog signal converting method
463608	2007	memory reduction gnss receiver
463907	2007	fiber quality transducer
464477	2007	method apparatus protecting digital contents stored usb mass storage device
464520	2008	microphone unit closetalking voice input device information processing system method manufacturing microphone unit
464547	2007	fingerprint identification apparatus portable electronic device
464629	2007	snapin bearing insert
465135	2008	method forming carbon nanotubes field emission display device carbon nanotubes formed method method manufacturing field emission display device
465170	2006	procedural functional element stack films
465402	2007	membrane based assays
465407	2007	detection anaplasma platys
465529	2008	method forming apparatus dielectric containing cerium oxide aluminum oxide
465559	2008	deposition precursors semiconductor applications
465755	2006	wagering game system waveguide projection display
465871	2006	compositions methods detection candida species
465900	2005	method modifying gum arabic modified gum arabic obtained method use thereof
465940	2005	methods compositions involving protein kinase cdelta
466078	2007	physiologically active agents containing vicinal dithioglycols use thereof various branches economy
466101	2008	puncture sealing agent tire process producing
466497	2007	composite interbody spacer
466561	2005	gear drive controller gear drive control method turning operation controller construction machine
466634	2008	method system speech compression
466696	2008	appointment scheduling system
466727	2007	bonus system
466833	2008	method computer program product selecting among multiple provisioning mechanisms selfmanaging computer system
467001	2007	multiple displays large dynamic alarm windows
467182	2008	remote instruction system image forming apparatus control method storage medium
467325	2008	synchronized transmission audio video data computer client via interface
467397	2004	shoulder protecting assembly
467407	2008	automobile steering wheel lock
467590	2002	method apparatus controlling transmission cells across network
467602	1999	destination call routing apparatus method
467674	2004	apparatus method correlating synchronous asynchronous data streams
467881	2007	comfort backrest
467894	2008	toilet tissue chest
468117	2007	carburetor main body
468159	2008	golf club head
45380904	1935	display rack
45381140	1987	polyesters trans stilbenedicarboxylic acid  hexanediol ethylene glycol
45381822	1935	air brake control valve
45382302	1998	method preparing cdte film solar cell using
45383017	1987	composite circuit bipolar transistors field effect transistors
45383042	2004	gear shift apparatus
45383496	1948	blank holder cushion
45383666	2007	electronic module methods manufacturing driving electronic instrument
45383696	1987	data framing system time division multiplexing transmission
45383859	1998	device winding textile web
45384394	2001	method apparatus manufacturing pasty food product animal meat
45384598	1925	veneer press like
45384648	1998	hydraulique drive device
45385193	2007	method control system monitoring condition industrial robot
45385705	2001	thermal insulating sheet metal panel photovoltaic element roof covering wall cladding
45386204	1998	electrically conducting dendrimers
45386330	1925	wheel tractors certain farming implements
45386567	1979	inverted roof system
45386733	1998	preparation amines olefins boron betazeolites
45386947	1979	flow distribution means screening apparatus
45387125	1993	wireless digital personal communications system voice data image twoway calling intercell handoff
45387626	1987	copying apparatus
45387728	1993	pipe coupling ushaped spring ring
45387855	2007	force sensor chip
45388437	1998	coke oven wall plurality flue cavities
45388999	1987	torque transmitting torsion damping apparatus use motor vehicles
45389398	2007	memory cell programming methods capable reducing coupling effects
45390402	1925	enginevalvesetting gauge
45391107	1987	housing riding lawnmower transmission
45391333	1987	dimensional crosslinkable oligomers
45391505	1987	extended surface pressing mold method sheet shaping
45391679	1979	high density read write memory cell
45393081	1948	optical system pathlength multiplication interferometers
45393886	2001	labor market information analyzer system researchers employers staff others
45394669	1987	holographic rearview mirror method producing
45395265	1925	apparatus transportation utilization liquefied gases
45395474	1935	sulphate black liquor talloel rosin process making
45395726	1979	purine derivatives
45396083	1987	magnet filter
45396107	2001	forging method hollow part
45396239	1925	airtight cap vessels
45396272	1935	resistor method making
45396959	1997	method doping semiconductor surface
45397031	2004	color image sensor device fabrication method thereof
45397212	2004	cas drill guide drill tracking system
45398107	2001	tool holder coolant system
45398450	1935	fastener
45399138	1979	threeposition actuator
45399213	2001	method system prevent fraudulent payment credit debit card transactions terminals therefor
45399299	1997	telecommunications terminals management
45399802	1993	brainbody actuated system
45400229	1925	galvanized pipe method making
45400580	1925	stair tread
45400627	1993	nonatetraenoic acid derivative use treating acne
45400858	2007	adhesives
45400994	2007	power distribution system secure access communication system method
45401249	1979	method apparatus stabilizing tension musical instrument strings
45401342	1925	flatiron
45401698	2001	feedforward control system elastic material
45401999	1979	extractor tool holder
45402606	1979	amorphous refractory compositions
45402680	2004	current drive circuit reducing vds dependency
45402827	2004	printer
45403110	1979	chaise lounge
45403456	1993	polyesterbased coating compositions high pigmenttobinder ratios
45403645	1997	group based control scheme video compression
45404163	1925	buttonholesewing machine
45404834	1987	seat device ladder
45405697	1960	method manufacture numethylene glycinonitrile
45405968	2007	bispecific molecules crosslinking itim itam therapy
45406316	1935	cover metal baths
45406542	2004	dual sight scope system method
45406559	1979	inphase quadrature demodulator cpsk signals
45407149	1997	feedback modification accent reduction
45407226	2007	variable displacement compressor
45407389	1979	process lining tunnels
45407475	2004	independent fowler siderail frames
45407579	2001	web control matrix selectable web orientation
45407653	1997	computer system method employing speculative snooping optimizing performance
45407707	1997	time lag approach measuring thermal conductivity specific heat
45408622	1935	vapor generator operation
45409628	1925	automobile pedal selector
45409760	2004	control method suppressing blowup phenomenon poweron  upshift automatic transmission
45409761	2007	electronic device image capturing device
45409894	2004	skin tissue simulant munitions testing
45409923	2007	backlight module nonlinearly arranged light emitting diodes liquid crystal display
45409961	1948	educational game
45410148	2007	wellhead isolation tool method fracturing well
45410622	1979	method treatment diarrheal disease conditions symptons mammals
45410636	1935	elastic fabric
45410759	2001	system method providing data warehouse accordance virtual schema
45411915	2007	electrical connector compliant biasing device
45411941	2004	wireless communication protocol
45412735	1948	heater cooling water internalcombustion engines
45412880	1987	process treating protein fibers impart antistatic surface modifications
45413022	1925	cuff link
45413402	1925	woodworking machine
45413903	2001	apparatus method providing providerselected message response user request userselected information
45413982	2001	low friction fabric
45415119	2004	double substrate reflective spatial light modulator selflimiting micromechanical elements
45415247	2004	boundary layer propulsion turbine apparatus
45415464	2001	thin film semiconductor device production method
45415482	1979	method apparatus discharging material shaft furnace
45415773	2001	method joining sintered hard alloy member stainless steel member method making cutting tool therefrom
45415985	1993	railway gondola car
45416631	1979	electrical heating system building structures
45417043	2007	process preparation toluenediamines catalytic hydrogenation dinitrotoluenes
45417392	2004	organic light emitting device improved electrode structure
45417518	1960	rim clamping device
45417657	1997	ticket instant lottery game method playing
45418104	1997	process producing optically active titanium alkoxide complexes
45418215	2007	circuit method data alignment
45418222	1935	inductive device detecting passage railway vehicles
45418509	1948	timer mounting
45418753	1986	safety container transporting small quantities explosives
45418813	2001	wireless communication protocol
45419717	2001	device preventing thin apparatus overturning
45420075	1993	opacified pearlescent multilayer louver verticle blinds
45420346	2001	methods apparatus retrieving information imaging apparatus
45421004	1960	permanent amgnets
45421049	1935	spark plug
45421323	1979	basic zirconium complexes methods making using antiperspirants
45421817	1993	decal transfer process
45421818	1997	stringed musical instrument apparatus enhancing low frequency sounds
45421860	1948	snowplow
45422149	1948	wire former stripper
45422434	2007	crystalline solid rasagiline base
45422511	2004	automatic analyzer analysis use
45422821	1979	tv camera
45423239	1960	preparation ncyclohexylbenzothiazole sulfenamide
45423828	2001	periosteal distraction
45423967	2001	fluorinecontaining organic silicon compound method production
45424292	2001	optical transmission system terminal device applicable system
45425357	1993	method kit estimating amount methyl anthranilate
45429073	2001	method apparatus wireless headset video interface
45429938	1960	low temperature hydrocracking process
45430145	2004	hydrostatically applied clutch system multiplex master cylinders
45430311	1948	detachable bed supporting frame truck bodies
45430420	1960	devices sealing rotatable shaft passage casing
45430434	2007	heatless blood vessel harvesting device
45431843	1987	multiparameter generator ultrasonic transducers
45431958	2007	lid
45432425	2001	substituted diamino  triazine derivatives
45432490	1935	sanding machine
45432531	1987	lime processing apparatus
45434012	1979	ethyl allyl methoxymethyl methylmercaptomethylergolines related compounds
45434956	1998	corneal topographer central peripheral measurement capability
45434991	1925	vending machine
45435072	1935	utility truck
45435284	1959	power plant system control therefor
45435382	1925	weftend clearer weftreplenishing looms
45435976	1935	food product method producing
45436308	1979	waterglycol hydraulic fluid containing polyoxyalkylene ethers
45436890	1925	airbrake system
45436906	1987	diesel aircraft enginealso convertible applicationsoptimized high output high supercharge total energy utilization
45437718	1960	portable multipurpose mixing apparatus
45438363	2001	horizontally structured manufacturing process modeling fixtures tooling
45438443	2001	amido half sandwich metallocene catalyst system preparation use
45438594	1960	rotors highintensity magnetic separators
45438671	1960	device counting small mechanical components particular watch jewels
45439019	1948	spring stud fastener
45439762	2001	pem fuel cell alternating ribbed anodes cathodes
45441682	2004	embossing system product made thereby perforate bosses cross machine direction macro pattern
45442614	2004	method apparatus incrementally processing program annotations
45443507	1993	sulfonamides antifungal agents
45443961	2004	laser scanner amplitude phase detection
45444152	2007	speaker apparatus display apparatus speaker
45444554	1998	direct vectored legacy instruction set emulation
45444614	1960	gas liquefiers
45445155	2007	antiviral indoles
45445297	1948	door latch
45445350	1960	beam indexing system automatic width control color reception
45445555	2001	spinning top
45446325	1935	radio tube
45446458	2007	liquid crystal display device method driving
45447285	1993	ergonomic thumbactuable keyboard handgrippable device
45447405	1960	wafer parametron
45447426	1993	imidazole derivatives antihiv activity
45448060	1979	sealed shaft
45448772	2004	system method providing handoff leg associated preexisting leg network environment
45448887	1998	high efficiency grinding apparatus
45449223	1925	gas washer
45450249	1998	biodegradable mulch mat
45450560	2007	method system recovering previous version document current version document
45450655	1935	method producing mat finish hardened rolls
45451046	1960	adjustable clockwork driven mechanism moving actuating member preselected times one limit movement another
45451320	1993	door drive door sectional door sliding door especially garage door
45451410	2007	irontype golf club frp shaft therefor
45451588	1948	method forming sheet metal lowmelting dies
45451655	1925	building block
45451717	1998	friction hinge detent capability
45451885	1925	telephonic receiver
45451899	2001	method apparatus processing data imaging device
45452695	1987	modified beta microglobulin
45453017	2007	liquid crystal display device improved electrostatic discharge resistance
45453699	2001	nucleic acid delivery
45453836	2004	method apparatus erasing memory
45453944	1979	method apparatus dispensing fluid conduit
45453991	1948	cold process water softener
45454107	2007	method device configuring variety medical information
45454135	1993	process making chopped sun dried tomatoes product thereof
45454564	2001	magnifying page illuminator
45455092	2001	method apparatus controlling causticizing process
45455914	1987	method reducing viral transmission polylhistidine
45456195	2007	rubber resin composite seal material
45456935	1979	viscose rayon method making
45457565	1960	trimethyldodecahydronaphthofurans
45457648	2001	method apparatus playing diceless craps game
45457839	1987	method apparatus detecting selected absence digital logic synchronism
45458010	1960	process manufacture deltaalkylalphahydroxypregneneones
45458147	1979	radial arm saw alignment tool
45458168	1993	automatic control buffer speed
45458231	1948	seat attachment baby strollers
45458474	2007	variable shelf assembly refrigerator
45458731	1979	bearing assembly
45458861	1998	paper guide mechanism printer
45458993	1935	glass annealing leer
45459014	1948	method making commutator
45459493	1935	automatic separator
45459586	1960	process purification crude dimethyl terephthalate
45459945	1925	crystal detector
45460119	2004	digital rights management using multiple independent parameters
45460393	2004	arrangement marine vessel
45460454	1960	means drying paper like materials
45461149	1925	fastening device
45461340	1948	fruit juice extractor oscillatory strainer
45461654	2004	methods preparing compounds useful protease inhibitors
45461758	1993	facsimile apparatus
45462278	2001	kinetic device method producing visual displays
45462296	1998	system method transforming fingerprints improve recognition
45462301	1925	oil still
45462799	1948	bulb setter
45463068	2004	convertible fiberglass ladder
45463512	1987	apparatus loading unloading interchangeable container onto vehicle
45463531	1987	retromodulator
45463691	1993	gas expelling device canister type filter
45463923	1998	butane fishing rod handle warmer
45464404	1960	anchor
45464743	1979	working pieces laser beam
45464840	2004	userbased health monitoring
45465031	1993	computer system powerdown mode monitor
45465084	1993	cycloalkylidene bisphenol phosphites
45465142	2007	electromagnetic displacement control valve clutchless type variable displacement compressor
45465195	2004	noise source synchronization power spread signals
45465215	1925	combined electric phonograph recorder reproducer
45465403	1925	dooroperating mechanism
45465548	1979	deck seat bracket
45465716	1979	damper solar heating systems like
45466149	2001	device determining location cooking utensils cooking hob comprising discrete distributed heating elements
45467096	2001	device method assisting knowledge engineer associating intelligence content
45467420	1979	method installation heating seats especially outdoor arenas like
45467738	1925	ash screen
45467918	2004	methods generating composite images including filtering embroidery price calculation
45467949	2001	adaptable fluid flow apparatus
45467987	1935	electron multiplier device
45469143	1998	blood pressure measuring apparatus
45469337	1935	apparatus testing sports implements
45469778	1925	soundemitting device
45470087	1935	package
45470117	2004	apparatus method extending coverage area licensed wireless communication system using unlicensed wireless communication system
45470190	1960	water skis
45470218	1925	process compounding ingredients chemical paint remover
45470342	2004	articulated gas bearing support pads
45470997	1987	device optically measuring aspheric surface
45471311	1935	process producing gasoline
45471436	1935	milk bottle weir
45471471	1948	quickacting holding block peening gauge strip employed shot peening processes
45471482	2001	flow control device
45471649	1960	salt shaker pepper mill
45471673	2001	octapeptide bombesin analogs
45471768	2001	network router using embedded external memory based packet destination
45472452	1998	thermally durable low hs threeway catalysts
45472642	1925	traffic signal
45472699	1948	centrifugal fuel feeding system annular combustion chambers
45473120	2004	antipathogenic benzamide compounds
45473474	2004	fast algorithm anisotropic texture sampling
45473829	1948	automatic volume control seismograph systems
45473853	1998	apparatus method forming toner image low toner pile height
45474080	2004	implantable sensors implantable pumps antiscarring agents
45474261	1960	verified depository articles
45474327	1960	waffle back abrasive disc
45474381	1960	activator reservetype electrochemical batteries
45474774	1935	method making couplings
45475157	1993	hydraulic phaseshifter
45475316	2004	shake lighting dice key holder
45476034	1960	surface finishing drum
45476065	1935	needle threader
45476231	1979	process preparation thiazolidinoneacetic acid derivatives
45476567	2004	treatment dyed keratin fibres surfactant composition use protecting color
45476699	2004	rotating apparatus liquid crystal display
45476898	2004	estimated parameter based control process controlling emission pollutant air
45476951	2004	identification functional characterization novel ribosomal s protein kinase
45477180	1925	loading unloading device
45477509	1925	tool
45477680	2001	corner cutting method nc controller
45477852	1960	photographic negatives preparation
45478320	1960	boundary layer control
45478419	1960	tangled spring separator
45478655	1925	typewriter
45478788	1925	device covering finishing molding
45478999	2004	system method secure transmission electronic information
45479889	2001	dna encoding human htd receptors uses thereof
45480158	1925	stoker construction
45480477	1960	flexible conductor cable
45480658	1979	panelboard vent assembly
45481919	1925	combined air land water craft
45481932	2004	classifying analog voltage control system using binary classification time segments determined voltage level
45482061	2004	using supervised classifiers unsupervised data
45482626	1948	control mechanism
45482699	2007	platelink chain
45482902	1987	alkaline resistant phosphate conversion coatings
45482997	1948	synthetic fiber preparation
45483451	1987	reuseable clamp outwardly projecting ear opposing end hook shaped projection one ear adapted interlocking coaction opening ear
45483592	1998	method apparatus amplifying input signals one multiple modes resolution
45483637	1960	mobile track tamper
45484030	1948	saw filer guide
45484045	1925	carrier vessel
45484062	2007	color filter substrate method manufacturing liquid crystal display panel electronic equipment
45484271	1925	childs vehicle
45484610	1979	rope attaching device
45484629	1987	device massaging extermities legs
45484685	2004	polyester polyamide blend improved flavor retaining property clarity
45484878	1998	filariid nematode cysteine protease nucleic acid molecules uses thereof
45485235	1948	automatic loading attachment hay wagons
45485259	1979	moisture resistant cable
45485261	1987	timing chain drive
45485284	2001	microwave oven toaster
45485529	1998	twisted pair communications cable
45485718	2001	siliconcontaining polymer process production resist composition employing patternforming method electronic device fabrication method
45486532	1998	modular desktop computer enhanced serviceability
45486730	1925	windshield cleaner
45487126	2001	compositions methods altering disulfide status proteins
45488127	2004	method system providing return path signals generated legacy video service terminals optical network
45488374	1987	process obtaining bisphenol melt
45488885	2004	methods systems products providing electronic media
45489101	1979	thermoplastic resins containing coumaroneindene resin polyindene
45489380	1998	personal duress security system
45489586	2001	surface tethered polymeric species binding biomolecules
45489822	1925	spark plug
45490331	1948	automatic washing machine
45490518	1960	cellulose esters containing sulfonate group
45490554	1998	contact heattransferring cooking system electric hotplate
45490676	1935	greenhouse sash bar
45491351	1993	apparatus enhanced inductive coupling plasmas reduced sputter contamination
45491557	1998	fourwheel drive vehicle
45491629	1948	horizontal sickle
45491812	2007	precharge voltage supplying circuit
45492034	1998	exterior filmfeeding camera
45492731	1925	floor brush
45493015	2001	tube bender forming serpentine heat exchangers spine fin tubing
45493078	1960	drill bit
45493323	1979	gas distributing closure plug metallurgical reactor
45493453	2007	card edge connector
45493884	1960	switching assembly
45493929	1925	automatic discharge concrete mixers
45494219	2004	reliable messaging using clocks synchronized rates
45494482	1979	method device analysis color identification test paper
45494517	1960	shift color balance indexing tube monochrome color reception
45494747	1948	bushing wagons
45494953	1960	aircraft acceleration limiter
45495240	2001	voice site personality setting
45495256	1998	nonreusable retactable safety syringe
45495623	1925	apparatus making concrete slabs
45495698	1960	carton
45495762	1960	apparatus collecting cigarettes receptacles
45495866	1925	reenforcement sprinkler tops
45496344	1925	electrical network
45496764	2001	wavelength tunable optical components
45497101	1935	tire retread process producing applying
45497157	1948	hyaluronidase inhibitors production thereof
45497769	1998	projection aligner projection aligning method
45497805	2001	tire structure
45497898	1935	spring assembly
45498427	1987	zeolite catalysis process conversion dienecontaining olefins aromatic hydrocarbons
45498460	1979	method producing sols electrodialysis
45498805	2001	temperature sensor sensing apparatus
45499058	2001	artificial satellite orbit long staying time zenith direction orbit control method communication system therewith
45499091	2001	secreted transmembrane polypeptides nucleic acids encoding
45499325	1987	apparatus measuring intensity seismic shock
45499582	1935	passenger car construction
45499651	1948	toolholder
45499827	1987	golf shoe
45499876	1993	curing fluorocarbon elastomers
45501572	1998	advanced projection television screen
45501638	1987	fast telephoto lens
45501804	1987	electrical connector flat cable wire bundles
45501891	1998	lighted handholdable novelty article
45503133	1960	photographic film process producing
45503220	1987	composition method producing superovulation cattle
45503290	2001	imageprocessing device using quantization threshold values produced according dither threshold matrix arranging doton pixels pluralpixel field according dither threshold matrix
45503376	1998	battery parts
45503392	1993	recycle waste streams
45503405	1979	apparatus method drawing glass fiber
45503795	1925	leaf support
45504103	1960	abrading machine laboratory testing
45505241	1979	programmable divider
45505385	1925	cylinder internalcombustion engines
45505607	1998	dynamic sizing fifos packets high speed serial bus applications
45505816	2001	animal model flaviviridae infection
45505826	1979	preparation nsubstituted carboxylic acid amides
45506094	1998	method apparatus spread spectrum pilot extraction rf amplifiers
45506114	2004	transfer device
45506542	2008	laser distance finder
45506818	1935	safety razor vibratory motor therefor
45506944	2004	mass spectrometer
45507250	1979	multilayer information disc
45507306	1935	coilable measuring rule
45507352	2001	apparatus method identifying tires apparatus method evaluating road surface conditions
45507425	1948	booster pump
45507562	1935	railway car
45507758	2004	optical scanner image forming apparatus
45508325	2004	integrated suspension system vehicle
45508841	1970	intermittent motion transmission
45508925	1925	respirator
45509215	1987	athletic shoe external counter cushion assembly
45509452	2004	ring buffer management system ring buffer management method
45509462	1960	adjusting tool vehicle tie rods
45509691	2004	method system taskbar button interfaces
45510103	1998	portable computer containing bidirectional current blocking mosfet battery disconnect switching
45510154	2001	mos technology power device low output resistance low capacity related manufacturing process
45510926	1987	printed wire circuit board method manufacture
45511275	2001	modular femoral prosthesis
45511710	1998	encapsulant crystalline epoxy resin phenolic resincrystalline epoxy resin reaction product
45511712	2001	compounds methods modulating nonclassical cadherinmediated functions
45512284	2008	crawler tractor
45512523	2004	synchronizing client data server data
45512759	1993	recovery niobium irradiated targets
45512761	2004	actuator cap product refill housing
